room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude
Entire home/apt,Sant Martí,8,3.5,6,3.0,108.0,41.417646999999995,2.215449
Entire home/apt,Ciutat Vella,96,4.5,4,1.0,107.0,41.386672999999995,2.181868
Entire home/apt,Sant Martí,6,4.5,5,3.0,121.0,41.416986,2.2153080000000003
Entire home/apt,Ciutat Vella,15,5.0,3,2.0,121.0,41.37689,2.189048
Entire home/apt,Sant Martí,36,4.5,4,1.0,108.0,41.403285,2.196525
Entire home/apt,Ciutat Vella,32,4.5,4,2.0,113.0,41.38588,2.18247
Entire home/apt,Eixample,45,4.0,4,1.0,108.0,41.407414,2.179989
Entire home/apt,Ciutat Vella,59,4.0,6,2.0,121.0,41.390051,2.1816419999999996
Entire home/apt,Ciutat Vella,10,4.5,2,1.0,121.0,41.387883,2.17903
Entire home/apt,Ciutat Vella,9,4.5,3,0.0,114.0,41.385005,2.180029
Entire home/apt,Sant Martí,47,5.0,4,2.0,121.0,41.410115999999995,2.192936
Entire home/apt,Sant Martí,8,5.0,4,2.0,107.0,41.39308,2.192858
Entire home/apt,Sant Martí,80,4.5,6,3.0,118.0,41.400808000000005,2.204377
Entire home/apt,Eixample,11,4.5,4,2.0,121.0,41.398861,2.181411
Entire home/apt,Ciutat Vella,13,4.0,2,0.0,121.0,41.37851,2.191453
Entire home/apt,Ciutat Vella,6,5.0,2,0.0,110.0,41.384418,2.182755
Entire home/apt,Sant Martí,61,5.0,4,2.0,106.0,41.406673,2.1954740000000004
Entire home/apt,Sant Martí,12,4.0,4,2.0,108.0,41.41635,2.213975
Entire home/apt,Ciutat Vella,21,4.5,2,0.0,118.0,41.387071,2.180933
Entire home/apt,Sant Martí,23,4.5,4,2.0,108.0,41.410035,2.210451
Entire home/apt,Sant Martí,95,4.5,4,2.0,121.0,41.396982,2.201165
Entire home/apt,Ciutat Vella,4,3.5,4,0.0,114.0,41.38595,2.180174
Entire home/apt,Eixample,100,5.0,4,2.0,124.0,41.400524,2.1800349999999997
Entire home/apt,Ciutat Vella,69,4.5,4,2.0,118.0,41.389563,2.181078
Entire home/apt,Ciutat Vella,49,4.5,2,1.0,108.0,41.384881,2.18506
Entire home/apt,Sant Martí,6,4.5,4,2.0,118.0,41.395539,2.192355
Entire home/apt,Ciutat Vella,11,5.0,3,1.0,108.0,41.385008,2.1814400000000003
Entire home/apt,Sant Martí,61,4.5,4,1.0,121.0,41.395503999999995,2.199991
Entire home/apt,Sant Martí,71,4.5,8,5.0,121.0,41.404872999999995,2.212324
Entire home/apt,Sant Martí,54,4.0,4,2.0,108.0,41.39898,2.207558
Entire home/apt,Sant Martí,9,4.0,3,1.0,108.0,41.394087,2.187345
Entire home/apt,Ciutat Vella,4,5.0,3,1.0,121.0,41.378076,2.178693
Entire home/apt,Eixample,29,4.5,6,2.0,114.0,41.40457,2.181176
Entire home/apt,Sant Martí,3,3.0,6,2.0,114.0,41.417851,2.214395
Entire home/apt,Eixample,60,4.5,4,1.0,108.0,41.405375,2.180367
Entire home/apt,Eixample,40,4.0,5,2.0,118.0,41.397535999999995,2.181341
Entire home/apt,Sant Martí,15,4.5,8,4.0,109.0,41.390981,2.1854270000000002
Entire home/apt,Sant Martí,80,4.5,6,3.0,118.0,41.392632,2.1921720000000002
Entire home/apt,Sant Martí,35,4.5,4,2.0,107.0,41.398331,2.198771
Entire home/apt,Sant Martí,43,4.5,8,3.0,121.0,41.388298999999996,2.197098
Entire home/apt,Eixample,20,5.0,4,1.0,121.0,41.400913,2.180358
Entire home/apt,Sant Martí,15,5.0,2,1.0,118.0,41.414215999999996,2.18696
Entire home/apt,Ciutat Vella,25,5.0,2,1.0,108.0,41.387931,2.181458
Entire home/apt,Ciutat Vella,71,4.5,3,1.0,121.0,41.379411,2.179226
Entire home/apt,Sant Martí,25,4.5,4,2.0,121.0,41.400884000000005,2.209264
Entire home/apt,Sant Martí,111,4.5,7,2.0,118.0,41.398292,2.20686
Entire home/apt,Sant Martí,20,4.5,5,2.0,109.0,41.398949,2.206051
Entire home/apt,Sant Martí,36,4.5,4,1.0,121.0,41.398644,2.206937
Entire home/apt,Sant Martí,25,4.0,4,3.0,107.0,41.41639,2.2137919999999998
Entire home/apt,Sant Martí,14,4.5,4,2.0,107.0,41.405296,2.2044639999999998
Entire home/apt,Sant Martí,15,5.0,2,1.0,118.0,41.409940999999996,2.183568
Entire home/apt,Sant Martí,111,5.0,2,1.0,122.0,41.399017,2.205878
Entire home/apt,Sant Martí,8,5.0,4,1.0,114.0,41.401241,2.198307
Entire home/apt,Sant Martí,80,5.0,3,1.0,114.0,41.408967,2.209847
Entire home/apt,Nou Barris,3,5.0,2,2.0,108.0,41.428612,2.166196
Entire home/apt,Horta-Guinardó,4,5.0,4,2.0,108.0,41.424168,2.155903
Entire home/apt,Nou Barris,45,4.0,8,3.0,121.0,41.428134,2.170977
Entire home/apt,Horta-Guinardó,3,4.5,4,2.0,114.0,41.425893,2.166525
Entire home/apt,Sant Martí,9,4.5,6,3.0,121.0,41.423557,2.1980060000000003
Entire home/apt,Sant Andreu,7,4.0,4,1.0,121.0,41.422604,2.182099
Entire home/apt,Sant Andreu,9,4.5,4,2.0,108.0,41.436243,2.18878
Entire home/apt,Sarrià-Sant Gervasi,53,4.5,3,1.0,108.0,41.402597,2.1325790000000002
Entire home/apt,Sarrià-Sant Gervasi,9,5.0,4,2.0,108.0,41.403442999999996,2.146322
Entire home/apt,Gràcia,23,4.5,3,1.0,114.0,41.413886,2.1399779999999997
Entire home/apt,Sarrià-Sant Gervasi,3,5.0,2,1.0,121.0,41.400687,2.1432439999999997
Entire home/apt,Gràcia,4,4.5,5,2.0,118.0,41.402454,2.158475
Entire home/apt,Sarrià-Sant Gervasi,3,5.0,2,1.0,114.0,41.400288,2.1432919999999998
Entire home/apt,Sarrià-Sant Gervasi,22,4.5,4,1.0,114.0,41.405577,2.144715
Entire home/apt,Sant Martí,16,4.5,4,3.0,118.0,41.424457000000004,2.207627
Entire home/apt,Nou Barris,63,4.5,2,1.0,107.0,41.460583,2.1820880000000002
Entire home/apt,Ciutat Vella,3,3.5,4,1.0,108.0,41.387196,2.177782
Entire home/apt,Sant Martí,12,4.5,5,3.0,114.0,41.411289000000004,2.18055
Entire home/apt,Eixample,124,4.5,4,2.0,107.0,41.402543,2.174413
Entire home/apt,Sant Martí,104,5.0,4,2.0,108.0,41.403084,2.209273
Entire home/apt,Sant Martí,28,4.5,6,2.0,121.0,41.407094,2.2029490000000003
Entire home/apt,Sant Martí,29,5.0,6,2.0,121.0,41.386835999999995,2.202123
Entire home/apt,Sant Martí,4,5.0,5,2.0,114.0,41.409889,2.179411
Entire home/apt,Eixample,9,3.5,4,2.0,108.0,41.408019,2.1724759999999996
Entire home/apt,Gràcia,5,4.5,5,2.0,118.0,41.402239,2.160915
Entire home/apt,Gràcia,26,4.5,4,1.0,114.0,41.400927,2.159821
Entire home/apt,Eixample,198,4.5,5,1.0,121.0,41.3906,2.173341
Entire home/apt,Ciutat Vella,58,4.0,6,3.0,110.0,41.384637,2.181012
Entire home/apt,Sant Andreu,6,4.5,5,2.0,114.0,41.425121999999995,2.178658
Entire home/apt,Eixample,5,4.5,4,1.0,121.0,41.388395,2.155312
Entire home/apt,Gràcia,26,4.5,6,2.0,118.0,41.412985,2.158208
Entire home/apt,Gràcia,171,4.5,6,2.0,108.0,41.400325,2.161021
Entire home/apt,Sant Martí,18,4.5,4,2.0,108.0,41.386927,2.202235
Entire home/apt,Horta-Guinardó,120,4.5,4,0.0,108.0,41.408497,2.168174
Entire home/apt,Eixample,23,4.0,4,1.0,121.0,41.400601,2.177765
Entire home/apt,Horta-Guinardó,42,4.5,6,3.0,121.0,41.421056,2.176434
Entire home/apt,Eixample,22,4.5,4,2.0,108.0,41.396746,2.162811
Entire home/apt,Sant Martí,17,4.0,5,3.0,118.0,41.418378999999995,2.213283
Entire home/apt,Horta-Guinardó,23,4.5,6,4.0,108.0,41.421795,2.1709169999999998
Entire home/apt,Sant Martí,7,5.0,4,1.0,121.0,41.392767,2.187493
Entire home/apt,Gràcia,6,5.0,4,2.0,107.0,41.402805,2.1626060000000003
Entire home/apt,Ciutat Vella,14,5.0,2,1.0,114.0,41.385777000000004,2.1820630000000003
Entire home/apt,Sant Andreu,93,4.5,4,2.0,108.0,41.423879,2.189591
Entire home/apt,Horta-Guinardó,22,4.5,3,1.0,118.0,41.409442,2.166029
Entire home/apt,Eixample,73,4.5,4,0.0,121.0,41.396451,2.1766650000000003
Entire home/apt,Sant Martí,37,4.5,10,3.0,108.0,41.409483,2.1875880000000003
Entire home/apt,Eixample,318,5.0,6,3.0,117.0,41.396861,2.181172
Entire home/apt,Gràcia,9,5.0,3,1.0,117.0,41.404011,2.1558740000000003
Entire home/apt,Ciutat Vella,45,5.0,2,0.0,108.0,41.386039000000004,2.183341
Entire home/apt,Eixample,97,5.0,6,2.0,107.0,41.401629,2.1764069999999998
Entire home/apt,Gràcia,47,4.5,4,0.0,121.0,41.397949,2.156907
Entire home/apt,Sant Martí,9,4.5,4,1.0,121.0,41.389126,2.1979130000000002
Entire home/apt,Horta-Guinardó,31,5.0,4,2.0,114.0,41.417398999999996,2.177644
Entire home/apt,Gràcia,85,5.0,4,2.0,114.0,41.406809,2.160615
Entire home/apt,Ciutat Vella,21,5.0,2,1.0,114.0,41.382571999999996,2.182529
Entire home/apt,Sants-Montjuïc,7,5.0,4,1.0,108.0,41.372514,2.1577889999999997
Entire home/apt,Eixample,111,5.0,4,1.0,118.0,41.385203000000004,2.158502
Entire home/apt,Eixample,61,4.0,2,0.0,121.0,41.387142,2.1710529999999997
Entire home/apt,Ciutat Vella,10,4.5,4,4.0,114.0,41.382684999999995,2.1641880000000002
Entire home/apt,Eixample,17,5.0,4,2.0,118.0,41.38098,2.1607220000000003
Entire home/apt,Ciutat Vella,11,4.5,3,2.0,114.0,41.380140000000004,2.190711
Entire home/apt,Sants-Montjuïc,64,5.0,4,1.0,108.0,41.375571,2.1316509999999997
Entire home/apt,Eixample,86,4.5,5,3.0,108.0,41.382225,2.160285
Entire home/apt,Ciutat Vella,31,5.0,6,2.0,118.0,41.378136,2.172498
Entire home/apt,Eixample,6,4.0,6,1.0,104.0,41.384793,2.159364
Entire home/apt,Sarrià-Sant Gervasi,8,4.5,6,2.0,122.0,41.400420000000004,2.150944
Entire home/apt,Sants-Montjuïc,52,4.5,6,2.0,108.0,41.372005,2.1629009999999997
Entire home/apt,Ciutat Vella,70,4.0,3,1.0,114.0,41.378471000000005,2.168499
Entire home/apt,Ciutat Vella,20,4.5,4,1.0,114.0,41.381469,2.166614
Entire home/apt,Eixample,38,4.5,5,2.0,121.0,41.390081,2.150395
Entire home/apt,Sant Martí,22,5.0,2,2.0,110.0,41.406071999999995,2.1837419999999996
Entire home/apt,Ciutat Vella,39,4.5,4,1.0,114.0,41.377542,2.164762
Entire home/apt,Eixample,30,4.0,4,3.0,121.0,41.394456,2.155881
Entire home/apt,Sants-Montjuïc,111,5.0,4,1.0,108.0,41.372933,2.163659
Entire home/apt,Ciutat Vella,3,4.5,3,1.0,118.0,41.384858,2.167914
Entire home/apt,Ciutat Vella,45,4.5,2,0.0,110.0,41.385145,2.1778150000000003
Entire home/apt,Eixample,72,5.0,4,2.0,121.0,41.400776,2.173041
Entire home/apt,Sarrià-Sant Gervasi,3,5.0,3,2.0,116.0,41.397079,2.14282
Entire home/apt,Sants-Montjuïc,42,4.5,2,1.0,118.0,41.371489000000004,2.151555
Entire home/apt,Eixample,10,5.0,5,2.0,121.0,41.402002,2.170074
Entire home/apt,Ciutat Vella,6,4.5,2,1.0,121.0,41.381021000000004,2.166635
Entire home/apt,Eixample,69,4.5,4,1.0,108.0,41.385985,2.1579
Entire home/apt,Ciutat Vella,56,5.0,4,2.0,114.0,41.386331,2.178274
Entire home/apt,Nou Barris,52,4.5,4,2.0,121.0,41.433147,2.177661
Entire home/apt,Eixample,268,5.0,6,3.0,113.0,41.401264000000005,2.174613
Entire home/apt,Eixample,94,4.0,4,2.0,121.0,41.377837,2.164109
Entire home/apt,Horta-Guinardó,168,4.5,6,0.0,121.0,41.412326,2.17262
Entire home/apt,Ciutat Vella,134,4.5,4,1.0,108.0,41.381578000000005,2.165854
Entire home/apt,Ciutat Vella,16,4.5,4,1.0,108.0,41.381445,2.1915240000000002
Entire home/apt,Sants-Montjuïc,240,5.0,2,0.0,114.0,41.370538,2.134512
Entire home/apt,Horta-Guinardó,16,5.0,4,2.0,108.0,41.421808,2.171877
Entire home/apt,Eixample,43,5.0,3,2.0,114.0,41.39462,2.174299
Entire home/apt,Ciutat Vella,104,5.0,3,1.0,108.0,41.377254,2.1911669999999996
Entire home/apt,Gràcia,100,4.5,4,2.0,121.0,41.397708,2.160463
Entire home/apt,Ciutat Vella,65,5.0,2,1.0,108.0,41.386432,2.1827389999999998
Entire home/apt,Sants-Montjuïc,170,5.0,4,1.0,118.0,41.371832,2.1656560000000002
Entire home/apt,Sants-Montjuïc,55,4.5,4,2.0,115.0,41.372902,2.170658
Entire home/apt,Ciutat Vella,23,5.0,2,1.0,108.0,41.382445000000004,2.16396
Entire home/apt,Ciutat Vella,71,4.5,4,1.0,114.0,41.383472,2.186635
Entire home/apt,Eixample,44,4.5,4,2.0,121.0,41.390046000000005,2.174448
Entire home/apt,Eixample,52,5.0,3,1.0,107.0,41.383635,2.153638
Entire home/apt,Gràcia,10,5.0,4,1.0,118.0,41.399565,2.1584659999999998
Entire home/apt,Eixample,185,4.5,8,2.0,121.0,41.378747,2.15378
Entire home/apt,Sants-Montjuïc,98,4.5,3,1.0,114.0,41.370233,2.16894
Entire home/apt,Gràcia,105,4.5,4,1.0,109.0,41.409523,2.160951
Entire home/apt,Sants-Montjuïc,77,5.0,4,1.0,108.0,41.374193,2.165461
Entire home/apt,Ciutat Vella,62,4.5,4,0.0,118.0,41.386689000000004,2.1718669999999998
Entire home/apt,Eixample,140,4.5,4,2.0,108.0,41.379031,2.161629
Entire home/apt,Horta-Guinardó,29,4.5,4,2.0,121.0,41.422462,2.1729849999999997
Entire home/apt,Sants-Montjuïc,4,3.5,3,1.0,121.0,41.367929,2.140189
Entire home/apt,Eixample,140,5.0,6,2.0,121.0,41.394147,2.169218
Entire home/apt,Sant Martí,92,4.5,3,2.0,114.0,41.387739,2.196724
Entire home/apt,Sants-Montjuïc,7,5.0,4,2.0,114.0,41.372735,2.162747
Entire home/apt,Sant Martí,12,5.0,4,1.0,108.0,41.395687,2.190401
Entire home/apt,Sants-Montjuïc,33,4.5,2,1.0,118.0,41.371859,2.168032
Entire home/apt,Gràcia,20,5.0,3,2.0,107.0,41.400831,2.157763
Entire home/apt,Sants-Montjuïc,3,5.0,5,2.0,118.0,41.372928,2.128417
Entire home/apt,Eixample,33,4.5,2,0.0,117.0,41.378836,2.160898
Entire home/apt,Sants-Montjuïc,63,4.5,4,2.0,106.0,41.372638,2.171506
Entire home/apt,Eixample,42,4.5,4,1.0,113.0,41.391509,2.157149
Entire home/apt,Ciutat Vella,10,4.5,2,1.0,108.0,41.385717,2.180339
Entire home/apt,Gràcia,25,5.0,3,1.0,121.0,41.402668,2.1599009999999996
Entire home/apt,Eixample,29,4.5,4,4.0,108.0,41.383254,2.1467099999999997
Entire home/apt,Eixample,67,4.5,2,1.0,106.0,41.393792,2.159935
Entire home/apt,Sants-Montjuïc,5,4.0,4,2.0,121.0,41.371666999999995,2.1322919999999996
Entire home/apt,Eixample,74,5.0,3,1.0,107.0,41.389003,2.159995
Entire home/apt,Eixample,4,5.0,2,2.0,114.0,41.384262,2.163888
Entire home/apt,Eixample,22,4.5,2,1.0,107.0,41.39176,2.151883
Entire home/apt,Eixample,11,4.5,6,4.0,121.0,41.376608000000004,2.1555419999999996
Entire home/apt,Ciutat Vella,98,5.0,6,2.0,118.0,41.387771,2.1729950000000002
Entire home/apt,Ciutat Vella,9,4.5,2,1.0,108.0,41.3806,2.166144
Entire home/apt,Sant Martí,126,4.5,6,2.0,121.0,41.407661,2.202948
Entire home/apt,Eixample,62,4.5,6,3.0,118.0,41.376233,2.1652299999999998
Entire home/apt,Ciutat Vella,53,4.5,4,2.0,107.0,41.383584,2.179958
Entire home/apt,Eixample,132,5.0,4,1.0,118.0,41.390743,2.17306
Entire home/apt,Eixample,54,5.0,3,1.0,107.0,41.390759,2.174697
Entire home/apt,Ciutat Vella,63,4.5,3,1.0,121.0,41.387495,2.181676
Entire home/apt,Sants-Montjuïc,88,4.5,4,1.0,117.0,41.373126,2.170118
Entire home/apt,Eixample,119,5.0,4,2.0,121.0,41.408156,2.1707259999999997
Entire home/apt,Sants-Montjuïc,7,4.5,3,0.0,108.0,41.371159000000006,2.164584
Entire home/apt,Eixample,93,4.5,4,2.0,114.0,41.398773,2.173809
Entire home/apt,Ciutat Vella,16,5.0,2,1.0,111.0,41.385065000000004,2.1823919999999997
Entire home/apt,Sants-Montjuïc,146,5.0,2,1.0,111.0,41.372063,2.162249
Entire home/apt,Eixample,28,4.5,4,2.0,114.0,41.405653,2.1789169999999998
Entire home/apt,Ciutat Vella,10,4.5,2,1.0,108.0,41.385863,2.173453
Entire home/apt,Gràcia,54,4.5,4,1.0,114.0,41.40269,2.152573
Entire home/apt,Eixample,32,4.5,2,1.0,107.0,41.400426,2.176886
Entire home/apt,Eixample,33,4.5,4,1.0,118.0,41.386911,2.165483
Entire home/apt,Eixample,268,5.0,4,1.0,106.0,41.378474,2.1601790000000003
Entire home/apt,Ciutat Vella,26,4.5,2,0.0,121.0,41.378507,2.189777
Entire home/apt,Sant Martí,18,4.5,4,2.0,121.0,41.392922,2.189141
Entire home/apt,Sants-Montjuïc,107,5.0,5,2.0,118.0,41.379663,2.137397
Entire home/apt,Eixample,149,5.0,2,1.0,121.0,41.395328000000006,2.156532
Entire home/apt,Eixample,33,4.5,3,2.0,118.0,41.398695000000004,2.1829
Entire home/apt,Ciutat Vella,44,5.0,4,0.0,118.0,41.380404,2.171518
Entire home/apt,Eixample,47,5.0,5,2.0,121.0,41.393771,2.178503
Entire home/apt,Ciutat Vella,215,4.5,6,2.0,114.0,41.385951,2.172763
Entire home/apt,Eixample,283,4.5,5,1.0,121.0,41.389129,2.17385
Entire home/apt,Sants-Montjuïc,30,4.5,3,2.0,114.0,41.370695,2.1477049999999998
Entire home/apt,Sants-Montjuïc,40,4.5,4,2.0,115.0,41.373785,2.156743
Entire home/apt,Ciutat Vella,50,4.5,3,1.0,114.0,41.386476,2.171661
Entire home/apt,Ciutat Vella,35,4.5,2,1.0,114.0,41.383287,2.179304
Entire home/apt,Eixample,360,5.0,4,2.0,118.0,41.380353,2.147412
Entire home/apt,Ciutat Vella,103,5.0,2,0.0,108.0,41.385826,2.1724259999999997
Entire home/apt,Sants-Montjuïc,195,4.5,4,1.0,121.0,41.373548,2.168211
Entire home/apt,Eixample,25,4.5,4,1.0,118.0,41.381707,2.159839
Entire home/apt,Ciutat Vella,75,5.0,2,1.0,108.0,41.385743,2.182033
Entire home/apt,Eixample,30,4.5,2,2.0,117.0,41.386519,2.1535159999999998
Entire home/apt,Gràcia,6,4.5,4,1.0,114.0,41.40125,2.155793
Entire home/apt,Sants-Montjuïc,16,5.0,4,1.0,108.0,41.368352,2.132645
Entire home/apt,Eixample,40,4.5,9,4.0,109.0,41.385536,2.159679
Entire home/apt,Ciutat Vella,25,4.0,6,2.0,118.0,41.377592,2.173339
Entire home/apt,Eixample,7,5.0,7,4.0,118.0,41.387751,2.159365
Entire home/apt,Eixample,15,4.5,2,1.0,108.0,41.377889,2.160505
Entire home/apt,Eixample,9,4.5,4,2.0,117.0,41.381816,2.161452
Entire home/apt,Eixample,185,5.0,6,2.0,121.0,41.376509999999996,2.1626060000000003
Entire home/apt,Eixample,109,4.5,4,2.0,118.0,41.381554,2.160001
Entire home/apt,Ciutat Vella,33,4.0,4,1.0,121.0,41.377239,2.168242
Entire home/apt,Eixample,4,4.0,4,2.0,121.0,41.382926,2.162245
Entire home/apt,Eixample,67,4.5,6,2.0,121.0,41.386205,2.162001
Entire home/apt,Ciutat Vella,164,4.5,4,2.0,114.0,41.378884,2.167437
Entire home/apt,Eixample,7,4.0,4,2.0,118.0,41.389334999999996,2.160014
Entire home/apt,Eixample,30,3.0,3,2.0,117.0,41.383163,2.160933
Entire home/apt,Eixample,15,4.5,4,1.0,111.0,41.381468,2.15996
Entire home/apt,Eixample,10,4.5,4,2.0,108.0,41.384997,2.161655
Entire home/apt,Eixample,11,4.5,4,1.0,118.0,41.380072999999996,2.159951
Entire home/apt,Ciutat Vella,16,4.0,4,1.0,121.0,41.388424,2.174763
Entire home/apt,Eixample,4,5.0,2,1.0,121.0,41.377138,2.161721
Entire home/apt,Ciutat Vella,6,4.5,2,1.0,121.0,41.381118,2.164613
Entire home/apt,Ciutat Vella,3,3.0,5,2.0,121.0,41.378882,2.1652270000000002
Entire home/apt,Eixample,11,4.5,5,2.0,108.0,41.378909,2.160313
Entire home/apt,Ciutat Vella,14,4.0,3,2.0,121.0,41.380575,2.1699330000000003
Entire home/apt,Eixample,75,4.5,6,2.0,108.0,41.385191999999996,2.161049
Entire home/apt,Ciutat Vella,76,4.5,4,2.0,118.0,41.37778,2.165551
Entire home/apt,Ciutat Vella,59,5.0,3,1.0,121.0,41.382011999999996,2.166178
Entire home/apt,Eixample,58,4.5,2,1.0,117.0,41.378984,2.1611740000000004
Entire home/apt,Ciutat Vella,7,4.0,4,1.0,118.0,41.380051,2.168414
Entire home/apt,Ciutat Vella,5,5.0,2,1.0,121.0,41.383152,2.165572
Entire home/apt,Ciutat Vella,11,5.0,2,1.0,114.0,41.37713,2.16692
Entire home/apt,Eixample,154,5.0,4,2.0,108.0,41.381483,2.162069
Entire home/apt,Eixample,21,4.5,4,1.0,111.0,41.38198,2.160499
Entire home/apt,Ciutat Vella,52,4.0,4,2.0,124.0,41.38263,2.172393
Entire home/apt,Ciutat Vella,5,4.5,2,1.0,108.0,41.386808,2.1732240000000003
Entire home/apt,Ciutat Vella,5,5.0,4,0.0,106.0,41.379834,2.1753169999999997
Entire home/apt,Ciutat Vella,5,4.5,4,1.0,108.0,41.380447,2.1792849999999997
Entire home/apt,Sant Martí,8,3.5,8,4.0,118.0,41.394046,2.188915
Entire home/apt,Ciutat Vella,11,4.0,3,2.0,108.0,41.382703,2.174715
Entire home/apt,Ciutat Vella,36,4.5,4,2.0,124.0,41.378485999999995,2.178785
Entire home/apt,Ciutat Vella,42,4.0,6,2.0,123.0,41.387427,2.176301
Entire home/apt,Ciutat Vella,9,5.0,6,2.0,108.0,41.383144,2.1753139999999997
Entire home/apt,Ciutat Vella,3,4.5,3,1.0,121.0,41.388553,2.177033
Entire home/apt,Ciutat Vella,40,4.5,4,2.0,108.0,41.385925,2.173893
Entire home/apt,Ciutat Vella,13,4.0,4,2.0,117.0,41.387735,2.177147
Entire home/apt,Ciutat Vella,12,4.5,6,2.0,118.0,41.377412,2.174209
Entire home/apt,Ciutat Vella,28,5.0,6,2.0,118.0,41.377369,2.173288
Entire home/apt,Ciutat Vella,20,4.5,6,2.0,118.0,41.378174,2.173975
Entire home/apt,Ciutat Vella,44,4.5,6,2.0,118.0,41.377466999999996,2.174728
Entire home/apt,Ciutat Vella,81,4.5,6,3.0,121.0,41.377116,2.176427
Entire home/apt,Ciutat Vella,7,4.5,4,2.0,121.0,41.382962,2.178864
Entire home/apt,Ciutat Vella,30,4.5,4,2.0,108.0,41.377201,2.187941
Entire home/apt,Ciutat Vella,12,4.5,6,2.0,118.0,41.387421999999994,2.177258
Entire home/apt,Ciutat Vella,38,4.5,6,2.0,118.0,41.379456,2.17253
Entire home/apt,Ciutat Vella,33,4.5,2,1.0,108.0,41.378632,2.179559
Entire home/apt,Ciutat Vella,11,4.5,2,1.0,108.0,41.377109000000004,2.1743650000000003
Entire home/apt,Ciutat Vella,38,4.5,6,2.0,121.0,41.387347,2.177731
Entire home/apt,Gràcia,15,4.5,4,1.0,121.0,41.399822,2.159816
Entire home/apt,Gràcia,11,4.0,4,1.0,114.0,41.402589,2.166962
Entire home/apt,Gràcia,3,4.5,4,2.0,108.0,41.40562,2.1600080000000004
Entire home/apt,Gràcia,8,4.5,5,2.0,121.0,41.399839,2.161444
Entire home/apt,Gràcia,9,4.5,7,2.0,115.0,41.406307,2.169448
Entire home/apt,Eixample,5,5.0,6,3.0,114.0,41.392192,2.166946
Entire home/apt,Gràcia,15,4.5,6,2.0,121.0,41.398408,2.161082
Entire home/apt,Gràcia,4,5.0,4,1.0,108.0,41.403514,2.166601
Entire home/apt,Gràcia,22,4.0,6,2.0,121.0,41.399736,2.162285
Entire home/apt,Gràcia,6,4.5,2,1.0,114.0,41.401247999999995,2.159884
Entire home/apt,Gràcia,4,5.0,2,1.0,114.0,41.405359999999995,2.161261
Entire home/apt,Gràcia,8,5.0,3,1.0,121.0,41.40112,2.160406
Entire home/apt,Gràcia,19,4.5,4,1.0,107.0,41.403296000000005,2.1596490000000004
Entire home/apt,Gràcia,25,4.0,5,0.0,114.0,41.399729,2.160905
Entire home/apt,Eixample,58,4.5,3,1.0,123.0,41.395469,2.160767
Entire home/apt,Gràcia,9,5.0,2,1.0,121.0,41.401472999999996,2.1600740000000003
Entire home/apt,Eixample,96,4.5,6,2.0,118.0,41.394836,2.1604799999999997
Entire home/apt,Gràcia,70,4.5,4,1.0,114.0,41.399316999999996,2.161839
Entire home/apt,Eixample,58,4.5,5,3.0,118.0,41.396314000000004,2.168643
Entire home/apt,Gràcia,134,5.0,4,1.0,114.0,41.406304,2.159733
Entire home/apt,Eixample,5,4.5,3,2.0,115.0,41.395569,2.178687
Entire home/apt,Eixample,4,4.5,6,2.0,121.0,41.394183,2.173505
Entire home/apt,Eixample,38,4.5,2,1.0,108.0,41.392184,2.176113
Entire home/apt,Ciutat Vella,35,5.0,2,1.0,107.0,41.385381,2.1765220000000003
Entire home/apt,Gràcia,54,5.0,3,2.0,108.0,41.401283,2.162841
Entire home/apt,Eixample,9,4.5,4,1.0,118.0,41.399403,2.1724900000000003
Entire home/apt,Eixample,54,4.5,4,2.0,114.0,41.391065999999995,2.1719169999999997
Entire home/apt,Ciutat Vella,18,3.5,4,2.0,121.0,41.386434,2.1792830000000003
Entire home/apt,Eixample,8,4.0,5,1.0,118.0,41.388659000000004,2.163392
Entire home/apt,Ciutat Vella,10,4.5,4,1.0,114.0,41.380272999999995,2.175453
Entire home/apt,Ciutat Vella,44,4.5,2,2.0,118.0,41.380156,2.175223
Entire home/apt,Eixample,9,4.5,2,1.0,123.0,41.388944,2.162651
Entire home/apt,Ciutat Vella,14,4.5,4,1.0,121.0,41.384492,2.167311
Entire home/apt,Ciutat Vella,18,5.0,4,2.0,121.0,41.388209,2.174848
Entire home/apt,Eixample,84,5.0,5,3.0,107.0,41.402295,2.174591
Entire home/apt,Ciutat Vella,71,4.5,4,2.0,121.0,41.380369,2.163824
Entire home/apt,Ciutat Vella,17,4.5,3,1.0,106.0,41.38642,2.171821
Entire home/apt,Eixample,19,4.5,4,2.0,116.0,41.396322,2.173298
Entire home/apt,Eixample,40,5.0,2,1.0,106.0,41.391312,2.1763619999999997
Entire home/apt,Eixample,22,4.5,5,4.0,121.0,41.397349,2.166196
Entire home/apt,Eixample,5,4.0,4,2.0,121.0,41.392263,2.168991
Entire home/apt,Eixample,17,5.0,6,2.0,121.0,41.402858,2.173926
Entire home/apt,Gràcia,45,4.5,4,2.0,108.0,41.399194,2.162226
Entire home/apt,Ciutat Vella,68,4.0,4,1.0,114.0,41.379674,2.1701740000000003
Entire home/apt,Gràcia,16,4.0,2,1.0,121.0,41.399411,2.161969
Entire home/apt,Ciutat Vella,3,3.0,4,2.0,121.0,41.382228999999995,2.1644799999999997
